elevation,aspect,slope,hd_to_hydrology,vd_to_hydrology,hd_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,hd_to_firepoint,wilderness,soil,target
2225,348,34,150,78,1087,138,165,152,700,3,9,2
2616,41,20,120,16,607,218,193,102,1266,2,9,5
3299,294,21,42,1,3957,156,229,211,1087,0,37,6
2936,21,18,277,130,285,206,199,126,636,0,28,1
2162,311,29,170,87,1482,132,206,208,769,3,9,2
2711,217,12,255,120,2687,206,252,180,1218,2,3,2
3195,320,12,210,30,4421,189,228,180,3319,0,28,0
2338,282,24,361,122,834,146,233,223,1120,3,9,5
3387,183,12,42,6,4230,223,248,156,3544,2,32,6
2564,86,9,268,-24,1048,234,225,122,446,0,8,1
2289,189,16,212,108,1195,219,250,160,1116,3,2,3
2806,120,22,134,26,2192,251,216,82,1441,2,12,4
2809,326,14,108,23,2084,186,224,178,1664,0,28,1
1988,335,39,67,61,85,108,160,174,674,3,9,2
3193,348,6,700,20,1947,209,231,160,511,2,31,0
2471,7,8,60,4,1421,210,224,151,781,2,9,5
2539,327,22,218,69,808,162,210,185,721,2,9,5
2461,315,22,234,-10,658,155,215,198,1339,3,9,5
2553,124,14,319,57,895,242,229,114,1207,2,1,2
2055,108,2,0,0,865,221,237,151,256,3,0,3
2753,59,4,0,0,1677,223,231,143,2632,0,22,4
3407,342,10,735,68,1409,199,225,164,1584,2,37,6
2617,265,31,95,47,1252,129,236,237,1112,2,27,1
2402,13,19,417,132,955,198,197,132,1082,3,9,5
3269,331,2,0,0,4099,213,236,160,882,0,37,0
2517,154,14,120,57,1073,236,240,131,1471,2,3,2
3391,325,19,190,48,4201,170,216,184,3762,0,39,6
3384,163,14,408,33,2288,232,243,139,525,2,37,6
2024,322,22,228,64,552,159,212,191,648,3,9,5
2432,177,25,124,76,324,223,244,139,1057,3,3,2
2549,159,3,624,26,864,223,240,152,1073,2,1,2
2195,248,23,571,38,624,166,250,217,957,3,0,2
2836,118,15,324,82,1794,244,226,107,849,2,12,4
3044,63,7,474,69,2873,226,226,134,6492,0,28,0
2757,60,15,42,8,1433,231,207,104,1092,2,32,4
2842,92,17,247,76,1617,244,212,92,1630,2,32,4
2458,29,6,0,0,853,218,226,144,671,2,16,5
3235,151,18,277,-95,474,240,237,120,3520,1,24,1
3370,340,28,162,66,3466,150,188,170,2310,2,39,6
3290,72,21,430,56,3695,239,195,77,1620,0,38,6
2551,61,17,90,5,726,231,202,98,751,0,22,1
3284,101,18,60,1,3401,247,214,89,2964,2,38,6
2358,73,12,218,64,984,234,217,113,603,3,5,3
3191,72,15,30,2,1500,236,209,100,2523,0,28,1
3336,106,15,258,53,2496,244,221,101,2589,0,38,6
3110,79,19,242,37,4284,241,203,85,3388,0,21,0
3311,232,21,247,59,3371,181,254,204,1448,2,31,6
3315,103,40,153,77,3958,250,157,0,3412,2,32,6
2801,109,16,201,74,1131,246,219,97,558,2,31,1
2893,161,15,108,9,277,234,242,135,979,2,32,4
2353,317,10,350,90,1092,194,231,178,671,3,5,5
2673,67,18,150,49,1490,235,201,91,1356,2,10,2
2211,47,28,67,26,402,216,167,67,658,3,9,5
3166,73,6,339,95,658,228,228,134,631,2,30,0
3272,304,11,390,109,4457,190,234,185,1374,0,37,6
2735,85,30,162,94,180,246,174,34,1841,0,29,4
3302,150,11,313,23,3918,235,240,134,1879,2,37,6
3439,50,16,0,0,1790,225,202,106,1863,1,38,6
2017,325,11,0,0,552,191,227,176,481,3,16,2
3226,16,14,787,101,2163,207,209,137,2310,2,37,6
2391,72,10,0,0,886,232,220,119,983,3,5,3
2851,65,30,361,169,366,232,166,44,1477,0,29,4
2595,175,11,408,77,2322,226,246,151,391,2,1,2
1883,27,24,120,24,108,202,181,105,769,3,0,5
2963,96,11,361,55,488,237,225,117,807,2,31,1
3249,297,4,242,3,4422,208,238,169,648,0,37,0
3366,193,9,268,2,2471,220,247,162,518,2,37,6
3042,5,11,134,26,1187,205,218,149,2659,2,21,0
2717,62,11,134,46,153,230,216,118,2064,0,28,4
3351,37,7,466,103,713,220,224,139,1956,2,30,6
2188,329,38,60,34,1381,106,167,184,1208,3,9,2
3244,314,19,671,-30,2391,167,222,194,579,2,22,0
2253,183,5,0,0,384,221,243,157,450,3,9,3
2382,57,16,361,157,531,229,205,104,1794,3,5,3
2927,345,13,285,53,947,193,218,164,1936,2,31,1
3280,118,15,124,-3,4549,244,226,106,3742,2,22,0
2336,204,12,309,42,1190,213,251,171,810,3,1,3
2435,3,17,228,6,751,195,206,146,1100,3,9,5
3347,20,7,566,108,3178,215,225,147,2613,2,31,0
2303,236,27,474,9,1298,163,251,216,830,3,5,3
2247,146,27,350,117,1253,245,224,89,698,3,2,3
3041,207,3,180,1,3254,217,242,161,1053,2,31,1
2169,116,32,108,58,953,254,191,38,319,3,2,3
2285,138,20,242,127,1448,246,229,102,865,3,2,3
2594,40,8,30,4,153,221,222,135,1414,0,8,1
2332,90,9,0,0,319,234,226,123,1276,3,13,3
2145,351,20,30,6,976,181,203,157,671,3,13,2
2540,77,22,30,14,1460,241,195,74,1740,2,9,1
3298,21,16,570,170,1366,208,205,130,2160,2,32,1
2770,110,24,90,24,859,253,205,66,1406,2,12,4
2549,323,18,283,89,752,171,218,186,760,3,5,1
3372,85,13,514,215,1388,238,218,109,955,2,38,6
2980,181,10,277,13,4667,224,247,155,1633,0,18,1
2712,181,11,90,1,1065,224,247,155,2021,0,11,0
3208,343,11,591,112,1450,199,224,164,2402,2,31,0
2306,8,19,124,14,992,195,199,138,216,3,9,2
2344,113,35,228,119,469,254,180,22,1826,3,2,3
2108,259,29,150,102,309,137,241,233,218,3,4,2
3041,315,15,150,32,618,177,226,188,1650,2,22,0
3299,176,13,127,20,3550,226,247,150,1510,2,31,0
3123,59,22,30,14,5198,231,189,80,1262,0,28,0
3008,223,15,335,-15,1961,199,253,188,900,2,30,1
2795,74,15,175,145,190,237,209,99,1345,0,29,4
2386,85,18,309,161,484,243,206,86,1832,3,5,3
2928,240,23,800,262,2263,171,252,212,1710,2,12,4
2977,103,29,408,232,1931,253,190,44,720,2,12,4
3055,10,25,228,78,2490,184,180,125,1165,2,23,0
3288,113,27,30,-5,2122,254,202,57,808,2,21,6
2980,15,14,1129,214,2635,207,210,138,967,2,30,1
2290,43,12,0,0,1072,222,214,125,805,3,4,3
3145,319,9,150,19,1550,196,232,175,618,2,22,0
2314,25,11,30,0,497,215,216,137,633,3,16,3
3216,2,32,390,220,570,158,161,126,2053,0,29,6
2339,38,17,0,0,830,218,202,114,1061,3,9,3
2653,114,14,30,-3,931,243,225,108,2016,0,29,1
2777,3,9,382,65,2949,209,224,153,1282,2,31,4
3038,41,19,150,31,1201,219,196,105,2486,2,23,0
2501,10,16,95,16,1471,200,205,139,904,2,9,5
3346,126,16,808,107,2884,245,227,105,2526,2,38,6
3437,96,22,255,51,2614,249,202,70,1900,2,38,6
2108,98,8,30,1,1148,234,228,126,553,3,2,3
2115,318,45,240,93,256,68,155,203,124,3,9,2
2221,63,34,95,60,666,226,150,28,674,3,0,2
2856,81,30,323,198,335,244,173,37,2016,0,29,4
2256,217,32,90,51,1006,170,250,198,600,3,0,2
2264,80,20,60,23,323,242,200,78,1756,3,2,3
3176,57,19,150,22,4191,230,197,94,3406,0,21,0
2354,53,20,0,0,794,227,193,91,1087,3,9,3
2648,94,4,0,0,2114,225,234,144,2439,2,16,5
3095,61,15,301,33,4816,231,208,106,579,0,29,1
2288,327,22,212,67,1148,162,210,185,799,3,9,5
1920,31,36,124,65,120,187,140,65,865,3,4,5
2094,132,15,30,6,927,242,232,115,752,3,2,3
3370,27,15,636,205,3507,212,207,128,1754,2,38,6
3001,322,11,30,7,2451,192,229,177,918,2,20,0
3241,345,15,90,18,3558,190,216,164,4089,0,37,0
3292,108,19,42,9,3442,249,214,86,2958,2,38,6
2262,26,6,0,0,721,217,227,146,646,3,3,3
3031,53,12,212,43,2192,227,214,119,2713,2,22,0
2540,315,35,120,40,1860,107,188,209,900,2,9,5
2590,54,19,571,-9,872,228,197,95,1071,2,3,2
2151,349,12,30,1,932,198,220,161,808,3,13,3
3127,10,11,543,110,1587,208,218,146,2612,2,30,0
2143,336,25,258,79,524,156,197,174,968,3,4,5
2451,282,22,277,-11,150,152,235,219,558,3,9,2
3445,48,12,690,96,3523,224,214,122,1419,2,36,6
2278,90,7,0,0,1167,231,229,132,1195,3,9,3
2781,250,14,323,24,1790,189,249,198,2133,2,16,4
3416,69,16,600,183,2164,235,206,98,1476,0,38,6
3374,230,7,382,52,3708,209,247,175,2166,2,37,6
2793,75,11,313,3,360,234,218,115,674,0,29,4
3035,244,12,190,18,3189,195,250,192,949,2,31,0
2574,297,4,297,25,1405,208,238,169,1550,2,1,4
2120,22,14,0,0,1233,211,210,133,1064,3,16,3
2295,269,28,30,14,1385,136,237,233,771,3,9,5
2393,202,26,247,123,1154,198,252,174,446,3,0,5
2173,39,23,42,9,1298,214,183,94,518,3,9,5
2641,55,10,330,-1,1146,226,219,126,5708,0,28,1
2814,41,29,234,128,256,209,163,70,1395,0,29,4
2830,137,15,95,24,2273,242,233,116,1087,2,12,4
3438,303,16,417,21,5028,174,231,196,4144,2,37,6
2770,226,22,277,71,3669,185,254,199,1829,2,12,1
2955,67,14,95,10,5265,233,211,106,2634,0,28,0
3275,347,17,335,-31,1829,185,210,162,1209,2,38,6
3350,27,11,446,102,693,215,217,137,1928,2,30,6
2847,286,24,607,90,1981,146,231,221,1922,2,12,4
2606,12,11,30,1,830,209,217,145,1583,2,19,0
2421,332,21,134,13,1054,168,209,178,1170,3,9,2
2931,328,25,335,124,4573,152,202,185,324,0,28,1
2657,72,8,319,40,1831,230,224,127,2173,2,1,5
2707,91,10,277,56,2296,236,224,119,2138,2,31,5
2042,41,32,371,-21,400,206,154,62,932,3,0,5
3307,63,10,228,-14,3151,229,221,124,1865,2,37,6
2835,67,14,182,84,1399,233,211,106,1299,2,31,1
2180,351,28,150,88,503,159,180,151,361,3,9,2
3119,58,15,255,6,3818,230,208,108,4858,0,28,0
2682,28,19,60,6,1110,209,194,115,2060,0,28,4
3437,132,17,85,-2,2989,245,228,105,900,2,34,6
2344,336,20,228,86,1605,171,208,174,957,3,1,2
2386,76,17,335,161,509,238,207,93,1813,3,5,3
2903,148,12,295,24,2029,236,239,131,1290,2,31,1
3280,173,11,234,56,1507,227,245,149,2564,0,38,0
3211,227,10,376,32,577,206,249,179,845,1,22,0
2579,132,18,108,28,1110,246,228,103,446,0,28,1
2869,128,16,150,40,2201,245,228,108,841,2,12,4
2095,104,15,0,0,967,244,220,102,713,3,2,3
2765,356,14,382,74,2864,197,214,154,1324,2,31,4
3388,198,6,30,-1,2791,218,245,163,534,2,37,6
2836,140,16,124,33,2245,243,233,114,1115,2,12,4
1894,4,21,120,43,90,187,194,139,693,3,1,5
2385,92,27,60,14,716,250,186,47,1100,2,3,2
2769,64,7,0,0,904,227,226,133,2145,2,16,4
2813,332,23,216,47,1762,159,204,180,1565,2,12,5
2348,136,24,313,151,722,249,222,87,1608,3,2,3
2970,262,5,0,0,1556,207,242,173,1637,2,18,4
2948,143,26,366,203,1961,246,224,88,800,2,12,4
2568,95,5,277,42,577,229,232,138,836,3,5,2
2306,101,24,339,125,1129,251,200,64,1224,3,5,3
2475,99,9,30,3,446,235,228,125,1304,3,5,5
2674,80,4,297,38,1813,225,232,142,2290,2,1,2
2811,220,20,319,110,725,193,254,192,1976,2,3,4
1995,43,22,0,0,180,219,187,93,242,3,13,3
2603,84,9,120,0,1566,233,225,123,1054,2,1,2
2267,106,26,175,46,594,253,200,58,1697,3,2,3
3310,207,11,630,83,4191,213,250,171,2023,0,22,6
2457,70,15,150,10,212,235,210,103,1130,3,10,5
2644,130,32,162,61,1864,252,203,52,2771,2,3,2
2155,84,21,270,109,330,245,199,73,362,3,1,5
2560,2,17,488,-39,924,194,205,147,1034,2,1,2
3111,8,14,134,29,3841,203,212,145,2001,2,23,0
3470,123,21,30,-3,1824,250,219,87,1860,1,38,6
2770,148,7,256,40,2632,230,240,142,2089,2,10,2
3502,33,17,661,90,2700,214,199,116,1766,0,39,0
2583,16,4,362,22,488,216,231,152,768,2,16,4
3397,331,15,875,125,2280,182,219,176,1237,2,31,0
3056,27,18,541,285,968,210,199,120,1410,2,30,0
3362,119,23,503,129,1813,252,213,75,1747,0,38,6
2281,210,21,234,100,1176,199,254,183,1140,3,2,3
2087,8,10,0,0,875,208,219,148,808,3,13,3
3284,158,39,212,127,1355,229,214,77,793,2,38,6
2682,16,14,295,48,351,207,209,137,433,2,10,1
2697,354,22,361,-26,2850,177,195,152,2469,2,9,0
2681,121,22,30,7,1505,251,216,81,742,0,29,4
3206,38,12,228,41,3353,220,214,127,3562,0,22,6
2837,181,27,124,44,1170,217,244,142,2902,2,3,4
2878,82,44,150,48,323,234,124,0,1575,0,29,4
2354,129,35,361,64,849,251,195,40,391,3,5,3
2386,49,13,426,189,849,225,211,117,1519,3,5,3
3032,30,8,42,1,1304,218,223,141,1593,2,31,0
2169,53,2,30,-13,1233,221,234,150,1064,3,3,3
2683,296,28,256,124,1158,131,219,222,760,2,32,5
3210,316,30,376,189,2783,128,200,205,2795,2,32,0
3180,240,5,331,45,5878,210,244,172,2584,0,21,1
2823,179,21,430,125,805,223,247,147,1860,2,3,4
2764,67,29,0,0,162,234,167,44,1385,0,28,4
3033,174,25,330,82,1585,225,243,135,1230,2,12,1
2355,80,20,60,17,408,242,199,77,735,2,3,2
3197,4,4,216,16,3985,215,232,155,1355,0,37,0
2943,302,15,0,0,2613,178,232,194,661,2,20,0
2518,130,8,0,0,339,233,236,135,1598,2,9,5
2170,22,26,175,75,295,194,175,106,524,3,9,5
3143,168,15,283,-15,2147,230,245,142,270,2,31,0
2319,115,34,150,78,404,254,186,30,1888,3,2,3
3231,45,9,90,-3,3029,223,220,131,2765,2,38,6
2307,356,30,182,54,641,159,172,141,540,3,9,5
2624,209,19,247,96,940,202,254,181,1215,2,1,2
3303,340,10,379,51,4526,198,225,166,853,2,31,0
2340,96,29,258,152,1550,251,183,39,153,3,2,2
2540,87,35,60,10,1697,246,160,0,1062,2,2,2
2161,102,37,162,89,564,252,166,0,124,3,2,3
2761,63,22,247,108,268,233,188,76,1711,0,29,4
3168,36,15,350,58,2989,218,206,120,841,2,23,0
2684,154,23,90,14,2043,240,235,111,2460,2,3,2
2395,289,18,153,57,1355,168,235,207,808,3,5,2
2801,120,13,108,15,2255,241,229,115,1348,2,12,4
2527,178,14,0,0,1110,225,248,151,1507,2,3,5
3407,307,12,134,34,2492,187,233,186,2624,2,37,6
2677,117,6,127,-2,1214,231,234,136,1839,2,31,4
2277,143,22,382,152,1103,245,229,101,589,3,2,3
2997,83,11,451,-22,1680,236,220,114,1172,2,31,1
2358,309,24,283,133,847,147,216,206,255,3,9,2
2609,314,22,90,48,1222,158,217,198,1440,2,32,5
2738,20,10,120,7,1588,213,218,141,1249,2,9,4
2528,72,13,324,100,1061,235,214,109,1158,2,3,2
2768,171,6,234,38,2636,224,243,153,2056,2,10,4
2433,286,19,216,74,1176,164,236,210,735,3,9,5
2834,75,5,255,62,3421,227,230,137,6054,0,11,0
2159,338,40,108,50,700,105,152,166,484,3,9,2
3136,290,8,120,10,1549,198,239,181,658,2,22,0
3344,85,14,180,1,3596,240,215,102,2681,2,38,6
3149,265,16,42,7,616,177,245,206,2184,1,22,0
3189,126,21,30,-19,2496,250,220,88,2851,0,28,6
2370,92,17,382,173,882,244,212,91,1482,3,5,3
3328,118,9,339,37,1852,236,232,127,3048,1,37,0
2291,68,32,350,213,616,234,160,33,277,3,9,3
3082,45,5,60,-3,3891,222,228,142,1130,0,22,0
3172,64,7,532,40,3288,227,226,133,3480,0,28,0
2361,342,9,162,81,1320,201,226,164,362,3,9,5
1999,26,34,60,39,108,183,147,79,180,3,9,2
2315,293,25,90,43,1140,140,224,220,731,3,9,5
2816,122,14,108,29,690,243,228,110,95,0,28,4
3219,5,27,192,73,3957,175,177,130,3516,2,23,6
2290,123,14,127,28,150,243,229,112,228,3,10,2
2272,347,13,0,0,1205,196,219,162,671,3,13,3
2393,349,24,323,211,1188,168,193,158,1159,3,9,2
2150,327,31,162,98,201,131,189,189,916,3,9,2
3197,284,12,127,13,4116,187,240,192,1401,2,38,0
2558,18,1,324,24,1182,218,236,156,1266,2,1,2
2337,324,22,324,31,1057,158,210,188,1321,3,9,5
2203,310,18,127,22,1099,169,225,195,1224,3,9,2
2225,8,3,0,0,850,216,232,154,391,3,9,3
2747,121,16,30,-6,454,246,225,103,335,0,29,4
2189,121,26,85,35,840,253,208,64,888,3,4,2
3195,171,10,300,76,2018,227,245,149,2803,0,28,6
3402,194,11,553,202,2445,219,249,163,800,2,31,0
3428,291,17,725,221,4836,170,235,204,2945,2,38,6
3249,21,19,920,120,2233,205,197,124,2191,2,39,6
3124,56,9,234,28,5325,226,222,130,750,0,28,0
2852,303,27,234,-7,2670,134,215,216,256,2,32,0
2374,290,22,127,49,1047,154,231,215,1549,3,9,5
3212,121,11,458,96,2534,239,231,121,2807,2,32,0
2942,307,15,85,7,4849,178,230,192,1950,0,28,4
3338,161,14,134,26,4452,233,242,136,3202,2,32,0
2870,352,7,127,16,3928,208,229,158,6337,0,28,1
2288,97,17,0,0,1368,245,214,93,812,3,2,3
2809,84,15,67,18,2030,240,214,101,1761,2,32,1
2458,72,18,201,64,666,237,204,91,1110,2,3,5
3173,38,10,306,37,2898,220,217,131,1296,0,28,0
2953,78,25,360,78,474,243,186,59,1507,0,28,1
3352,325,13,124,8,5070,188,226,177,3481,2,37,6
2828,66,33,242,142,258,231,156,31,1387,0,29,4
3333,333,8,60,7,2920,202,230,167,2188,0,37,6
2207,256,20,0,0,1332,169,248,214,745,3,16,3
2474,35,11,467,83,579,219,215,130,1092,3,5,5
2379,300,15,150,37,1290,176,232,196,306,3,9,5
3139,40,12,510,58,1343,221,213,124,2619,2,31,0
2905,76,24,60,5,242,241,186,61,1231,0,28,0
2971,111,25,391,226,1952,253,204,63,721,2,12,4
3191,240,5,192,2,3428,210,244,172,1481,2,31,1
3113,19,14,458,110,2731,209,210,136,2658,2,31,1
2480,128,29,430,233,876,253,208,61,836,3,0,2
3193,300,14,30,9,1597,180,234,194,577,1,31,0
2729,17,23,150,31,1211,194,185,119,2164,0,28,4
2385,223,12,0,0,618,205,251,182,1052,2,13,5
2151,129,28,95,51,819,252,211,66,170,3,2,3
2538,37,10,175,4,600,220,218,132,5523,0,17,4
3326,24,20,742,123,2106,205,193,119,716,2,39,6
2868,204,13,30,3,3340,212,252,172,1974,0,11,1
2830,79,46,108,0,309,229,116,0,1579,0,29,4
2774,52,25,242,125,1282,224,178,74,849,2,12,4
2216,284,10,0,0,1095,191,240,189,612,3,0,3
2386,117,19,234,42,569,249,218,88,618,3,0,2
2753,102,13,30,7,914,242,222,107,1456,2,22,4
3310,174,10,1090,194,2475,226,245,152,2155,2,30,6
2715,287,33,95,41,1348,110,216,236,700,2,23,1
2105,283,25,90,36,1260,142,231,225,525,3,9,2
2776,53,29,323,105,335,221,163,56,2014,0,28,4
2380,359,14,108,29,516,198,213,152,1103,3,9,2
2804,6,9,153,23,3121,210,223,151,6186,0,28,1
2789,0,8,30,0,808,208,225,154,2014,0,29,0
2733,77,8,0,0,1121,230,226,129,726,2,10,4
3218,172,7,421,27,5913,225,243,152,3194,0,28,1
2785,119,19,330,153,360,249,220,91,531,0,29,4
2083,316,15,0,0,793,178,225,187,886,3,13,3
2726,215,18,390,-3,2172,200,254,185,2463,2,3,2
2626,182,16,391,85,693,223,249,153,2497,0,29,1
2793,175,11,258,57,1140,226,246,151,537,2,33,1
3281,17,26,201,53,1731,189,177,115,592,2,38,6
2192,3,29,67,25,451,168,172,131,485,3,9,5
3340,321,15,120,38,2958,181,224,183,2242,0,38,6
3327,155,34,324,143,1836,237,220,84,417,2,38,6
3122,317,11,42,5,1130,192,231,179,1548,2,22,0
2810,345,14,362,83,1838,192,217,163,983,2,10,4
2805,137,10,60,5,2052,235,237,132,2285,2,16,4
2790,72,6,499,60,2763,227,228,136,1860,2,31,1
3437,38,11,402,88,3153,220,216,129,1343,2,36,6
2121,28,26,571,160,680,200,173,97,306,3,4,2
3355,39,6,480,107,731,220,227,142,1896,2,31,6
2620,36,8,503,38,1500,220,221,137,1812,2,9,5
2539,329,18,175,86,679,175,216,180,474,2,9,5
3527,336,6,480,33,1533,206,231,164,2032,1,39,6
3825,19,12,1062,49,4598,211,214,138,2676,2,39,6
2089,275,42,85,36,474,81,211,250,671,3,9,2
3341,271,13,424,73,3167,184,244,199,1809,0,38,0
3075,35,4,85,0,3384,219,231,148,1276,0,28,1
3141,265,19,277,65,3648,168,245,214,1343,2,38,0
3364,299,27,481,150,778,135,218,218,1142,1,32,0
2342,309,25,42,0,1189,144,214,207,1054,3,9,2
3191,56,33,371,78,792,221,153,40,1660,0,29,0
2205,54,28,162,77,840,224,168,59,911,3,4,5
2772,98,38,134,100,1398,250,160,3,942,2,12,4
2394,20,15,446,238,1019,208,208,134,1148,3,5,2
2844,15,16,134,20,313,203,204,135,247,2,31,1
2309,60,31,376,231,636,227,159,43,300,3,9,3
2987,238,9,277,98,2083,204,248,181,1116,2,32,1
2587,304,32,120,65,1544,115,204,220,1631,2,12,5
3047,55,17,0,0,5134,228,201,100,1706,0,22,0
2505,96,9,0,0,1290,234,228,125,1180,2,3,2
2892,90,16,331,220,1215,243,212,94,767,2,12,4
3062,344,8,295,40,2126,205,228,162,1376,0,28,0
3281,124,12,170,48,3894,240,231,118,3955,0,37,6
2409,78,20,319,102,874,241,200,81,847,3,2,2
2701,350,5,150,-6,933,210,231,159,1416,0,11,1
2916,320,11,95,9,5002,191,229,178,1708,0,22,4
3242,23,9,108,4,3112,215,221,142,2742,2,38,6
2193,66,18,0,0,765,235,201,92,1036,3,9,3
2689,22,10,170,36,2125,214,218,140,1956,2,9,5
2719,72,25,30,-6,124,239,185,63,2177,0,29,4
2055,84,25,108,28,532,246,190,59,658,3,5,2
2689,270,13,0,0,1486,185,244,198,1001,2,22,4
3340,10,19,417,155,4097,196,198,135,3776,2,39,6
3380,277,12,454,4,2955,186,242,195,2021,0,38,0
2487,68,10,0,0,812,231,220,121,5421,0,17,4
2770,72,8,0,0,1470,230,224,127,1692,2,16,4
2713,333,13,0,0,1361,189,223,173,2282,2,10,4
2835,336,10,524,78,1974,198,226,168,960,2,10,4
2856,44,28,324,194,335,213,167,72,1528,0,28,4
2421,329,25,424,199,932,151,200,184,180,3,9,2
3260,202,15,216,33,3963,212,252,171,2480,0,22,6
3277,28,13,124,0,3776,215,212,132,3881,0,37,6
3134,345,5,641,53,1745,209,231,160,2808,2,22,0
2139,132,29,90,39,808,251,211,65,150,3,2,3
3339,259,1,648,44,912,216,239,161,1295,2,31,6
2571,288,9,390,64,698,195,239,184,1095,3,5,2
3279,309,13,42,9,6200,184,231,187,201,0,21,0
3142,105,18,162,36,3553,248,214,88,4252,0,29,0
2657,141,16,255,50,2147,242,234,116,2516,2,3,2
2513,165,25,60,2,1343,233,239,121,825,2,2,2
2932,115,22,499,-84,618,251,213,79,1800,0,29,4
2497,54,15,0,0,1348,228,207,109,1456,2,9,5
2344,117,17,404,160,1074,247,222,97,1302,3,5,3
3367,84,17,633,201,1736,242,208,90,1740,0,38,6
2271,151,29,390,141,1252,242,224,90,713,3,2,3
2235,307,19,150,53,1347,164,225,199,708,3,9,5
2514,127,12,242,78,256,240,232,121,402,2,3,2
2622,25,9,495,37,1530,216,221,141,1840,2,9,5
2299,91,12,283,141,1445,238,221,111,875,3,2,3
2278,186,11,484,120,1380,222,248,158,882,3,1,3
3377,119,15,755,138,2910,244,226,107,2405,2,38,6
3237,11,16,960,111,2174,202,206,139,2197,2,37,6
2808,95,25,67,18,618,250,193,55,953,2,32,0
2141,187,31,256,122,577,207,244,148,283,3,0,2
3090,38,16,67,4,3762,218,203,115,3940,0,28,0
2253,119,25,67,28,474,253,210,70,1826,3,2,3
3271,48,23,85,31,5130,222,184,85,124,0,37,1
2481,314,35,120,67,342,107,188,210,918,3,9,2
2765,35,28,124,37,1075,204,168,84,2047,2,23,1
3238,13,10,371,84,4803,210,219,145,3337,0,28,0
3153,102,11,153,-2,2916,239,225,116,3641,0,21,0
2078,6,9,0,0,1182,209,222,151,457,3,16,3
2164,129,32,108,60,912,252,203,52,277,3,2,3
2923,210,16,330,85,859,205,253,179,2227,2,32,4
2968,337,7,90,16,4745,204,230,165,5902,0,11,1
2605,163,14,247,67,1123,232,243,139,1092,2,3,2
3769,344,14,983,323,5066,192,218,164,3178,2,39,6
2603,22,10,162,12,1820,214,218,140,2016,2,9,5
3481,323,11,382,35,5164,191,228,177,4260,2,37,6
3116,301,7,42,-2,474,201,237,176,2105,1,21,0
2901,218,8,408,69,750,211,248,173,1559,2,3,4
2385,149,10,437,188,674,234,240,137,1657,3,5,3
2378,283,23,283,108,1140,152,234,219,212,3,9,5
2746,149,18,268,92,1620,240,236,119,912,0,29,4
3209,130,29,339,70,3636,252,210,64,379,2,32,0
2878,128,14,170,35,2227,242,231,114,755,2,12,4
2492,71,12,42,9,270,233,216,113,1631,3,4,3
2029,56,12,0,0,270,228,214,117,417,3,2,3
2791,56,19,0,0,228,229,197,94,1448,0,28,4
3359,100,13,450,74,1900,241,222,110,1771,0,37,0
2541,190,7,30,4,1173,220,245,160,2052,2,16,5
2513,248,5,0,0,1414,209,244,173,1565,2,9,5
2305,124,5,0,0,108,229,236,140,127,3,10,3
3373,293,14,319,57,3689,179,236,197,1739,2,31,0
2716,51,6,277,29,309,223,226,138,999,2,10,4
2697,64,9,335,46,547,229,221,125,1740,0,11,1
2442,45,5,301,99,674,221,229,144,646,3,5,2
2371,315,19,285,88,1170,165,220,194,1040,3,9,5
2664,74,23,67,13,2093,240,191,70,1980,2,9,5
3172,288,8,201,33,4765,197,239,182,2525,0,28,1
3444,141,9,60,-1,3102,234,238,135,2368,0,34,6
2994,24,16,153,33,1230,210,205,128,930,2,23,0
3075,11,9,582,-19,2750,211,222,148,912,2,22,0
2590,21,9,192,31,1296,214,221,142,573,2,10,1
2793,124,5,127,29,3180,229,236,140,5059,0,28,1
3254,16,9,537,178,830,212,222,146,830,0,21,0
2052,260,24,395,130,430,157,245,223,959,3,0,5
2888,252,10,384,56,854,197,247,189,1667,2,3,4
2790,98,13,210,3,524,241,222,109,283,0,29,4
3515,72,31,313,118,2550,237,163,34,3824,0,39,6
2301,103,6,404,36,904,231,232,134,553,3,1,2
2749,141,10,30,0,1131,235,238,133,819,2,10,4
2503,221,31,162,82,1095,166,250,204,1337,2,2,2
2249,133,26,324,123,1168,250,216,76,618,3,2,3
2095,207,12,0,0,1414,212,251,173,815,3,0,3
2462,39,26,0,0,752,211,175,86,1423,2,9,5
2472,266,6,120,21,764,204,243,177,1158,3,5,2
2376,341,23,108,30,1515,166,200,168,532,3,9,5
2657,77,11,30,2,2143,234,220,117,2555,2,1,2
2890,47,20,108,31,1530,222,192,96,2812,2,23,0
2301,201,20,175,92,968,207,253,173,577,3,5,2
2496,84,7,0,0,849,230,228,131,5473,0,17,4
3245,168,15,30,4,1544,231,245,141,2676,0,21,0
2478,86,15,531,137,815,240,215,101,1463,3,5,5
2919,81,9,552,42,4514,232,225,125,5436,0,11,1
2120,295,35,90,72,242,104,207,232,566,3,9,2
3355,1,12,42,3,3567,202,216,151,2363,0,36,6
2951,298,9,85,7,4791,195,237,182,2174,0,28,4
2192,320,11,85,11,1092,192,230,177,1218,3,9,3
3366,13,12,42,7,5102,208,215,142,3601,2,37,6
2289,141,10,497,-4,1345,236,237,131,888,3,1,3
2755,105,27,108,56,3390,253,196,52,5951,0,29,4
2414,50,4,624,94,713,222,231,145,1207,3,5,5
